date,symbol,sector,exchange,open,high,low,close,volume,market_cap,price,daily_return
2022-07-11,MSFT,Technology,NASDAQ,226.26,229.49,223.05,227.32,836429,1885449561.0,227.32,0.47
2022-07-12,MSFT,Technology,NASDAQ,227.32,241.92,224.77,235.27,1178827,256617441.0,235.27,3.5
2022-07-13,MSFT,Technology,NASDAQ,235.27,239.74,233.71,234.45,6655185,2298553798.0,234.45,-0.35
2022-07-14,MSFT,Technology,NASDAQ,234.45,240.81,226.93,233.79,1854877,2233939695.0,233.79,-0.28
2022-07-15,MSFT,Technology,NASDAQ,233.79,240.17,227.66,227.96,624652,2185971075.0,227.96,-2.49
2022-07-18,MSFT,Technology,NASDAQ,227.96,228.2,217.58,222.41,1465696,465910632.0,222.41,-2.44
2022-07-19,MSFT,Technology,NASDAQ,222.41,228.29,213.02,219.24,7401821,565979712.0,219.24,-1.43
2022-07-20,MSFT,Technology,NASDAQ,219.24,232.63,217.8,230.09,6867347,2242933595.0,230.09,4.95
2022-07-21,MSFT,Technology,NASDAQ,230.09,231.14,228.84,230.22,1588453,1967267578.0,230.22,0.06
2022-07-22,MSFT,Technology,NASDAQ,230.22,236.02,223.01,224.45,4005775,436905442.0,224.45,-2.51
2022-07-25,MSFT,Technology,NASDAQ,224.45,234.05,218.42,228.99,8689392,2239861864.0,228.99,2.02
2022-07-26,MSFT,Technology,NASDAQ,228.99,241.28,224.83,237.18,721664,2260769216.0,237.18,3.58
2022-07-27,MSFT,Technology,NASDAQ,237.18,249.83,231.02,242.62,6086902,564395424.0,242.62,2.29
2022-07-28,MSFT,Technology,NASDAQ,242.62,244.52,238.02,244.02,16066149,761760852.0,244.02,0.58
2022-07-29,MSFT,Technology,NASDAQ,244.02,250.89,232.84,239.47,10170953,545158805.0,239.47,-1.87
2022-08-01,MSFT,Technology,NASDAQ,239.47,240.03,215.67,220.56,1412380,407323907.0,220.56,-7.9
2022-08-02,MSFT,Technology,NASDAQ,220.56,220.87,212.24,214.54,2609454,1999991767.0,214.54,-2.73
2022-08-03,MSFT,Technology,NASDAQ,214.54,217.45,204.35,209.65,13594138,1579751943.0,209.65,-2.28
2022-08-04,MSFT,Technology,NASDAQ,209.65,220.07,204.3,217.06,2468143,1310086704.0,217.06,3.54
2022-08-05,MSFT,Technology,NASDAQ,217.06,218.17,211.66,217.18,1062281,640889955.0,217.18,0.05
2022-08-08,MSFT,Technology,NASDAQ,217.18,220.1,212.59,219.88,7076825,545176439.0,219.88,1.25
2022-08-09,MSFT,Technology,NASDAQ,219.88,225.1,217.39,220.29,2277447,2071358236.0,220.29,0.18
2022-08-10,MSFT,Technology,NASDAQ,220.29,229.96,216.34,225.59,5673154,759202576.0,225.59,2.41
2022-08-11,MSFT,Technology,NASDAQ,225.59,231.36,221.14,229.49,4755338,1266290927.0,229.49,1.73
2022-08-12,MSFT,Technology,NASDAQ,229.49,232.89,225.51,228.04,1159796,1179960886.0,228.04,-0.63
2022-08-15,MSFT,Technology,NASDAQ,228.04,232.86,227.19,231.41,6755186,1923872190.0,231.41,1.48
2022-08-16,MSFT,Technology,NASDAQ,231.41,232.08,224.66,229.85,6136672,304188598.0,229.85,-0.68
2022-08-17,MSFT,Technology,NASDAQ,229.85,244.84,227.55,240.34,7273532,1570100979.0,240.34,4.56
2022-08-18,MSFT,Technology,NASDAQ,240.34,250.73,236.61,250.46,638798,629047036.0,250.46,4.21
2022-08-19,MSFT,Technology,NASDAQ,250.46,262.41,247.06,257.3,7976799,1945108279.0,257.3,2.73
2022-08-22,MSFT,Technology,NASDAQ,257.3,267.14,250.65,260.51,8106870,1134104266.0,260.51,1.25
2022-08-23,MSFT,Technology,NASDAQ,260.51,265.5,253.52,261.73,7543319,579686152.0,261.73,0.47
2022-08-24,MSFT,Technology,NASDAQ,261.73,264.97,256.44,260.8,8434329,530353900.0,260.8,-0.35
2022-08-25,MSFT,Technology,NASDAQ,260.8,262.52,255.69,256.3,1781545,1330500918.0,256.3,-1.73
2022-08-26,MSFT,Technology,NASDAQ,256.3,261.44,249.02,251.66,6236389,2252240209.0,251.66,-1.81
2022-08-29,MSFT,Technology,NASDAQ,251.66,252.09,239.61,241.94,13582373,321701563.0,241.94,-3.86
2022-08-30,MSFT,Technology,NASDAQ,241.94,248.91,235.77,242.12,526443,2178325660.0,242.12,0.07
2022-08-31,MSFT,Technology,NASDAQ,242.12,243.86,224.91,229.23,1257452,1874764156.0,229.23,-5.33
2022-09-01,MSFT,Technology,NASDAQ,229.23,242.62,229.12,235.63,2303515,415092852.0,235.63,2.79
2022-09-02,MSFT,Technology,NASDAQ,235.63,237.69,228.86,236.71,1533739,968924296.0,236.71,0.46
2022-09-05,MSFT,Technology,NASDAQ,236.71,240.3,231.8,233.55,8927902,2032953564.0,233.55,-1.34
2022-09-06,MSFT,Technology,NASDAQ,233.55,234.51,226.87,233.91,946926,539434235.0,233.91,0.16
2022-09-07,MSFT,Technology,NASDAQ,233.91,239.57,229.2,233.67,7700747,1775385079.0,233.67,-0.1
2022-09-08,MSFT,Technology,NASDAQ,233.67,244.57,233.53,244.57,9600322,578156460.0,244.57,4.66
2022-09-09,MSFT,Technology,NASDAQ,244.57,255.63,240.66,248.22,1263263,1338968516.0,248.22,1.49
2022-09-12,MSFT,Technology,NASDAQ,248.22,262.59,242.54,256.95,4914631,465956194.0,256.95,3.52
2022-09-13,MSFT,Technology,NASDAQ,256.95,267.61,251.0,260.71,4693077,1803559334.0,260.71,1.46
2022-09-14,MSFT,Technology,NASDAQ,260.71,261.6,257.88,259.17,1658993,485513149.0,259.17,-0.59
2022-09-15,MSFT,Technology,NASDAQ,259.17,264.78,253.25,258.47,1939875,983165376.0,258.47,-0.27
2022-09-16,MSFT,Technology,NASDAQ,258.47,266.81,252.24,264.39,2909343,561323509.0,264.39,2.29
2022-09-19,MSFT,Technology,NASDAQ,264.39,276.04,258.96,275.93,1902765,505406428.0,275.93,4.37
2022-09-20,MSFT,Technology,NASDAQ,275.93,291.38,274.13,284.45,7895048,586678937.0,284.45,3.09
2022-09-21,MSFT,Technology,NASDAQ,284.45,291.9,277.65,287.0,3141961,1189760283.0,287.0,0.89
2022-09-22,MSFT,Technology,NASDAQ,287.0,292.27,279.1,290.71,4063330,1808341211.0,290.71,1.29
2022-09-23,MSFT,Technology,NASDAQ,290.71,301.2,282.66,294.73,5692755,2133488792.0,294.73,1.38
2022-09-26,MSFT,Technology,NASDAQ,294.73,295.73,281.93,290.06,1305363,2409765682.0,290.06,-1.58
2022-09-27,MSFT,Technology,NASDAQ,290.06,291.17,272.93,277.39,22305668,678661381.0,277.39,-4.37
2022-09-28,MSFT,Technology,NASDAQ,277.39,282.17,269.03,272.63,1515465,1780806446.0,272.63,-1.72
2022-09-29,MSFT,Technology,NASDAQ,272.63,281.86,271.73,278.12,10387728,2051638749.0,278.12,2.01
2022-09-30,MSFT,Technology,NASDAQ,278.12,295.73,271.38,292.61,1932928,2257204438.0,292.61,5.21
2022-10-03,MSFT,Technology,NASDAQ,292.61,295.82,277.75,284.45,1948476,673326477.0,284.45,-2.79
2022-10-04,MSFT,Technology,NASDAQ,284.45,294.33,277.34,292.33,5956494,382950586.0,292.33,2.77
2022-10-05,MSFT,Technology,NASDAQ,292.33,293.2,286.06,288.64,3753475,1382322668.0,288.64,-1.26
2022-10-06,MSFT,Technology,NASDAQ,288.64,289.45,270.59,275.55,11687951,2536688187.0,275.55,-4.54
2022-10-07,MSFT,Technology,NASDAQ,275.55,276.77,263.2,268.44,13608418,2253867031.0,268.44,-2.58
2022-10-10,MSFT,Technology,NASDAQ,268.44,277.25,262.95,271.22,908352,2487565402.0,271.22,1.04
2022-10-11,MSFT,Technology,NASDAQ,271.22,279.31,264.79,269.3,7579981,382370692.0,269.3,-0.71
2022-10-12,MSFT,Technology,NASDAQ,269.3,276.92,265.75,276.1,915059,2743401788.0,276.1,2.53
2022-10-13,MSFT,Technology,NASDAQ,276.1,276.66,269.88,272.56,2009897,540974766.0,272.56,-1.28
2022-10-14,MSFT,Technology,NASDAQ,272.56,282.54,267.73,279.97,1525865,1268761295.0,279.97,2.72
2022-10-17,MSFT,Technology,NASDAQ,279.97,283.93,265.31,271.54,2452062,1201032901.0,271.54,-3.01
2022-10-18,MSFT,Technology,NASDAQ,271.54,276.78,259.05,265.79,3371351,631850985.0,265.79,-2.12
2022-10-19,MSFT,Technology,NASDAQ,265.79,278.19,258.3,276.38,3508886,994176138.0,276.38,3.98
2022-10-20,MSFT,Technology,NASDAQ,276.38,282.51,268.85,269.25,7295806,680585763.0,269.25,-2.58
2022-10-21,MSFT,Technology,NASDAQ,269.25,273.09,265.73,266.87,2610688,1634246769.0,266.87,-0.88
2022-10-24,MSFT,Technology,NASDAQ,266.87,280.0,260.65,275.23,2273988,1514275921.0,275.23,3.13
2022-10-25,MSFT,Technology,NASDAQ,275.23,278.31,270.42,274.86,7295203,1914373551.0,274.86,-0.13
2022-10-26,MSFT,Technology,NASDAQ,274.86,282.76,264.9,271.85,3886306,1149002684.0,271.85,-1.1
2022-10-27,MSFT,Technology,NASDAQ,271.85,273.25,263.38,264.41,5360123,2224730754.0,264.41,-2.74
2022-10-28,MSFT,Technology,NASDAQ,264.41,272.21,260.56,265.15,1392094,1200793301.0,265.15,0.28
2022-10-31,MSFT,Technology,NASDAQ,265.15,271.98,255.35,259.49,814356,1386979701.0,259.49,-2.13
2022-11-01,MSFT,Technology,NASDAQ,259.49,264.55,254.3,256.15,13205511,377556136.0,256.15,-1.29
2022-11-02,MSFT,Technology,NASDAQ,256.15,258.12,246.71,252.6,9813098,996191151.0,252.6,-1.39
2022-11-03,MSFT,Technology,NASDAQ,252.6,257.13,241.28,247.43,1107750,1593834287.0,247.43,-2.05
2022-11-04,MSFT,Technology,NASDAQ,247.43,258.17,242.71,254.35,6529420,2099567426.0,254.35,2.8
2022-11-07,MSFT,Technology,NASDAQ,254.35,261.92,252.91,256.52,2050016,2439092938.0,256.52,0.85
2022-11-08,MSFT,Technology,NASDAQ,256.52,264.13,250.8,260.72,9409437,1021096802.0,260.72,1.64
2022-11-09,MSFT,Technology,NASDAQ,260.72,263.24,256.84,262.1,1815076,715351089.0,262.1,0.53
2022-11-10,MSFT,Technology,NASDAQ,262.1,262.93,247.81,252.95,12335484,1312554569.0,252.95,-3.49
2022-11-11,MSFT,Technology,NASDAQ,252.95,260.63,246.52,255.15,2043989,600238995.0,255.15,0.87
2022-11-14,MSFT,Technology,NASDAQ,255.15,268.95,254.74,263.92,8357008,1560693985.0,263.92,3.44
2022-11-15,MSFT,Technology,NASDAQ,263.92,281.08,256.46,275.72,8519999,2426092027.0,275.72,4.47
2022-11-16,MSFT,Technology,NASDAQ,275.72,279.41,273.75,276.28,5694248,1559523608.0,276.28,0.2
2022-11-17,MSFT,Technology,NASDAQ,276.28,280.42,265.87,271.48,8087465,1928062092.0,271.48,-1.74
2022-11-18,MSFT,Technology,NASDAQ,271.48,272.41,266.96,270.18,723163,793663260.0,270.18,-0.48
2022-11-21,MSFT,Technology,NASDAQ,270.18,282.68,265.11,277.94,1058932,2395298902.0,277.94,2.87
2022-11-22,MSFT,Technology,NASDAQ,277.94,284.99,270.06,280.03,3397279,1071164089.0,280.03,0.75
2022-11-23,MSFT,Technology,NASDAQ,280.03,292.83,279.76,288.6,697700,1208497971.0,288.6,3.06
2022-11-24,MSFT,Technology,NASDAQ,288.6,295.22,278.58,287.08,12760411,2008281840.0,287.08,-0.52
2022-11-25,MSFT,Technology,NASDAQ,287.08,299.57,283.39,291.16,7549946,2850214732.0,291.16,1.42
2022-11-28,MSFT,Technology,NASDAQ,291.16,294.6,280.4,283.82,6578041,1059350160.0,283.82,-2.52
2022-11-29,MSFT,Technology,NASDAQ,283.82,291.83,275.25,277.33,2360742,1758403770.0,277.33,-2.29
2022-11-30,MSFT,Technology,NASDAQ,277.33,282.86,272.03,282.01,73227204,1831090113.0,282.01,1.69
2022-12-01,MSFT,Technology,NASDAQ,282.01,293.2,280.02,290.84,2885600,2614206793.0,290.84,3.13
2022-12-02,MSFT,Technology,NASDAQ,290.84,298.29,284.99,297.01,1254062,1089664898.0,297.01,2.12
2022-12-05,MSFT,Technology,NASDAQ,297.01,302.56,288.35,302.27,2401477,2309728019.0,302.27,1.77
2022-12-06,MSFT,Technology,NASDAQ,302.27,304.31,297.91,300.97,4199307,302335611.0,300.97,-0.43
2022-12-07,MSFT,Technology,NASDAQ,300.97,318.44,295.37,310.44,1116815,332001619.0,310.44,3.15
2022-12-08,MSFT,Technology,NASDAQ,310.44,317.98,304.17,308.16,1248338,360441928.0,308.16,-0.73
2022-12-09,MSFT,Technology,NASDAQ,308.16,312.95,296.78,298.18,1688951,2483616693.0,298.18,-3.24
2022-12-12,MSFT,Technology,NASDAQ,298.18,310.28,294.3,305.0,2830986,555398204.0,305.0,2.29
2022-12-13,MSFT,Technology,NASDAQ,305.0,309.29,298.44,301.12,30761049,1711341680.0,301.12,-1.27
2022-12-14,MSFT,Technology,NASDAQ,301.12,302.8,279.42,285.37,26688746,926751113.0,285.37,-5.23
2022-12-15,MSFT,Technology,NASDAQ,285.37,296.67,282.51,288.05,1585951,1066727853.0,288.05,0.94
2022-12-16,MSFT,Technology,NASDAQ,288.05,297.89,287.96,290.15,29290965,1596965404.0,290.15,0.73
2022-12-19,MSFT,Technology,NASDAQ,290.15,291.89,288.32,289.91,5181554,2795198202.0,289.91,-0.08
2022-12-20,MSFT,Technology,NASDAQ,289.91,309.66,285.98,302.67,913502,876084009.0,302.67,4.4
2022-12-21,MSFT,Technology,NASDAQ,302.67,308.67,298.14,306.49,1296003,707711023.0,306.49,1.26
2022-12-22,MSFT,Technology,NASDAQ,306.49,321.61,299.43,317.84,1429024,871659538.0,317.84,3.7
2022-12-23,MSFT,Technology,NASDAQ,317.84,322.24,316.08,316.5,1920746,1554326920.0,316.5,-0.42
2022-12-26,MSFT,Technology,NASDAQ,316.5,328.9,312.48,321.05,9462524,1344075767.0,321.05,1.44
2022-12-27,MSFT,Technology,NASDAQ,321.05,323.18,313.75,318.96,3663391,616944740.0,318.96,-0.65
2022-12-28,MSFT,Technology,NASDAQ,318.96,321.59,317.95,320.05,20694937,913644052.0,320.05,0.34
2022-12-29,MSFT,Technology,NASDAQ,320.05,336.81,315.23,327.35,6719772,768413885.0,327.35,2.28
2022-12-30,MSFT,Technology,NASDAQ,327.35,342.57,321.83,337.88,1029919,1074111479.0,337.88,3.22
2023-01-02,MSFT,Technology,NASDAQ,337.88,341.43,333.75,334.64,4146123,3180677586.0,334.64,-0.96
2023-01-03,MSFT,Technology,NASDAQ,334.64,343.65,333.98,336.77,1296729,3343435935.0,336.77,0.64
2023-01-04,MSFT,Technology,NASDAQ,336.77,347.64,333.25,339.91,5442914,2225782896.0,339.91,0.93
2023-01-05,MSFT,Technology,NASDAQ,339.91,341.31,333.76,336.53,1329272,441366713.0,336.53,-0.99
2023-01-06,MSFT,Technology,NASDAQ,336.53,342.95,332.8,337.01,539559,2333151633.0,337.01,0.14
2023-01-09,MSFT,Technology,NASDAQ,337.01,344.09,319.09,327.8,1018428,1656368800.0,327.8,-2.73
2023-01-10,MSFT,Technology,NASDAQ,327.8,330.53,321.71,327.89,1700645,3182583811.0,327.89,0.03
2023-01-11,MSFT,Technology,NASDAQ,327.89,337.68,320.89,327.78,1610842,2820970901.0,327.78,-0.03
2023-01-12,MSFT,Technology,NASDAQ,327.78,342.83,318.52,333.57,7437622,1198232177.0,333.57,1.77
2023-01-13,MSFT,Technology,NASDAQ,333.57,336.91,320.55,324.97,8589858,1512218742.0,324.97,-2.58
2023-01-16,MSFT,Technology,NASDAQ,324.97,329.83,313.2,318.41,15110311,1946982286.0,318.41,-2.02
2023-01-17,MSFT,Technology,NASDAQ,318.41,327.2,314.63,325.18,3466844,2480672319.0,325.18,2.12
2023-01-18,MSFT,Technology,NASDAQ,325.18,332.33,314.72,323.52,620401,579709686.0,323.52,-0.51
2023-01-19,MSFT,Technology,NASDAQ,323.52,334.14,318.07,328.0,862147,2574480252.0,328.0,1.39
2023-01-20,MSFT,Technology,NASDAQ,328.0,337.6,323.91,326.59,2451711,1704895771.0,326.59,-0.43
2023-01-23,MSFT,Technology,NASDAQ,326.59,330.89,316.69,323.25,7924311,2311731962.0,323.25,-1.02
2023-01-24,MSFT,Technology,NASDAQ,323.25,345.56,321.57,340.65,7591899,1566387427.0,340.65,5.38
2023-01-25,MSFT,Technology,NASDAQ,340.65,341.32,330.64,336.87,3308388,3115079981.0,336.87,-1.11
2023-01-26,MSFT,Technology,NASDAQ,336.87,339.13,334.64,336.51,2435617,2196999666.0,336.51,-0.11
2023-01-27,MSFT,Technology,NASDAQ,336.51,349.01,334.88,342.6,6325702,2329047747.0,342.6,1.81
2023-01-30,MSFT,Technology,NASDAQ,342.6,348.17,331.83,333.4,2402220,2218473094.0,333.4,-2.69
2023-01-31,MSFT,Technology,NASDAQ,333.4,340.79,328.8,339.54,291042,3010834319.0,339.54,1.84
2023-02-01,MSFT,Technology,NASDAQ,339.54,347.46,328.36,329.74,4231820,1149892304.0,329.74,-2.89
2023-02-02,MSFT,Technology,NASDAQ,329.74,334.74,326.45,326.78,5362126,2739271300.0,326.78,-0.9
2023-02-03,MSFT,Technology,NASDAQ,326.78,343.77,320.67,336.32,2700425,2063079226.0,336.32,2.92
2023-02-06,MSFT,Technology,NASDAQ,336.32,337.46,321.32,330.15,4088135,2741676077.0,330.15,-1.83
2023-02-07,MSFT,Technology,NASDAQ,330.15,333.15,320.24,332.86,3856553,2071567008.0,332.86,0.82
2023-02-08,MSFT,Technology,NASDAQ,332.86,341.47,307.46,313.76,1446545,2406997577.0,313.76,-5.74
2023-02-09,MSFT,Technology,NASDAQ,313.76,324.53,310.73,320.24,1412177,1346774054.0,320.24,2.07
2023-02-10,MSFT,Technology,NASDAQ,320.24,323.95,313.27,319.57,3454110,693573110.0,319.57,-0.21
2023-02-13,MSFT,Technology,NASDAQ,319.57,328.74,318.45,318.61,1945275,788620960.0,318.61,-0.3
2023-02-14,MSFT,Technology,NASDAQ,318.61,321.83,313.45,315.72,1248716,2994488828.0,315.72,-0.91
2023-02-15,MSFT,Technology,NASDAQ,315.72,327.26,314.15,321.68,7304526,784855124.0,321.68,1.89
2023-02-16,MSFT,Technology,NASDAQ,321.68,330.35,320.35,322.15,716939,408397858.0,322.15,0.15
2023-02-17,MSFT,Technology,NASDAQ,322.15,325.93,318.68,325.26,2878937,2024454443.0,325.26,0.96
2023-02-20,MSFT,Technology,NASDAQ,325.26,348.19,322.76,338.77,2686541,1463647745.0,338.77,4.15
2023-02-21,MSFT,Technology,NASDAQ,338.77,343.98,334.23,343.45,1687083,3230838880.0,343.45,1.38
2023-02-22,MSFT,Technology,NASDAQ,343.45,352.29,331.7,336.52,4158498,2705876899.0,336.52,-2.02
2023-02-23,MSFT,Technology,NASDAQ,336.52,350.1,329.61,349.77,5856988,3084487109.0,349.77,3.94
2023-02-24,MSFT,Technology,NASDAQ,349.77,358.85,342.82,352.24,4518791,2551338454.0,352.24,0.71
2023-02-27,MSFT,Technology,NASDAQ,352.24,360.64,345.31,347.5,1105323,2473987713.0,347.5,-1.35
2023-02-28,MSFT,Technology,NASDAQ,347.5,356.52,336.76,346.22,11515430,732433380.0,346.22,-0.37
2023-03-01,MSFT,Technology,NASDAQ,346.22,346.52,333.56,342.57,1267856,950784848.0,342.57,-1.06
2023-03-02,MSFT,Technology,NASDAQ,342.57,352.18,334.8,334.91,4857774,1881611787.0,334.91,-2.24
2023-03-03,MSFT,Technology,NASDAQ,334.91,339.63,319.39,327.98,3578744,2229344645.0,327.98,-2.07
2023-03-06,MSFT,Technology,NASDAQ,327.98,336.58,322.34,328.4,4988329,947412866.0,328.4,0.13
2023-03-07,MSFT,Technology,NASDAQ,328.4,337.15,325.74,330.91,2615263,2383346265.0,330.91,0.77
2023-03-08,MSFT,Technology,NASDAQ,330.91,363.27,329.74,353.75,2148012,2941120442.0,353.75,6.9
2023-03-09,MSFT,Technology,NASDAQ,353.75,356.13,339.58,348.94,2252932,1519402594.0,348.94,-1.36
2023-03-10,MSFT,Technology,NASDAQ,348.94,354.12,340.3,349.33,5434538,2427350145.0,349.33,0.11
2023-03-13,MSFT,Technology,NASDAQ,349.33,371.79,348.05,362.77,7728311,3501779111.0,362.77,3.85
2023-03-14,MSFT,Technology,NASDAQ,362.77,370.47,342.43,345.29,4005657,457646884.0,345.29,-4.82
2023-03-15,MSFT,Technology,NASDAQ,345.29,353.8,339.05,353.37,3582172,550667581.0,353.37,2.34
2023-03-16,MSFT,Technology,NASDAQ,353.37,353.47,346.74,349.24,1066031,2616269119.0,349.24,-1.17
2023-03-17,MSFT,Technology,NASDAQ,349.24,357.32,348.98,350.12,3323418,1658292657.0,350.12,0.25
2023-03-20,MSFT,Technology,NASDAQ,350.12,358.34,323.13,331.47,1309186,2192973197.0,331.47,-5.33
2023-03-21,MSFT,Technology,NASDAQ,331.47,341.08,328.39,331.07,2127176,1822025555.0,331.07,-0.12
2023-03-22,MSFT,Technology,NASDAQ,331.07,338.32,325.48,337.37,1703670,929746820.0,337.37,1.9
2023-03-23,MSFT,Technology,NASDAQ,337.37,349.75,336.24,348.8,1187672,2627563892.0,348.8,3.39
2023-03-24,MSFT,Technology,NASDAQ,348.8,348.86,338.66,344.78,2560683,1683042259.0,344.78,-1.15
2023-03-27,MSFT,Technology,NASDAQ,344.78,352.77,326.74,335.01,1802158,592306481.0,335.01,-2.83
2023-03-28,MSFT,Technology,NASDAQ,335.01,340.02,327.78,332.34,491474,606413129.0,332.34,-0.8
2023-03-29,MSFT,Technology,NASDAQ,332.34,348.44,323.51,342.5,12782102,938851925.0,342.5,3.06
2023-03-30,MSFT,Technology,NASDAQ,342.5,350.54,336.77,341.96,25726292,2305198625.0,341.96,-0.16
2023-03-31,MSFT,Technology,NASDAQ,341.96,346.38,333.89,337.39,6693139,502781596.0,337.39,-1.34
2023-04-03,MSFT,Technology,NASDAQ,337.39,345.61,314.19,319.03,2869977,441417492.0,319.03,-5.44
2023-04-04,MSFT,Technology,NASDAQ,319.03,327.81,314.95,320.67,7967991,1778242395.0,320.67,0.51
2023-04-05,MSFT,Technology,NASDAQ,320.67,320.94,316.97,320.66,18167016,2083481215.0,320.66,-0.0
2023-04-06,MSFT,Technology,NASDAQ,320.66,324.85,313.89,321.04,2740352,2700864685.0,321.04,0.12
2023-04-07,MSFT,Technology,NASDAQ,321.04,336.64,311.73,327.75,8375901,2237820956.0,327.75,2.09
2023-04-10,MSFT,Technology,NASDAQ,327.75,337.01,321.02,326.55,1403880,1770838685.0,326.55,-0.37
2023-04-11,MSFT,Technology,NASDAQ,326.55,337.68,318.32,331.28,1023158,681558057.0,331.28,1.45
2023-04-12,MSFT,Technology,NASDAQ,331.28,336.79,330.3,334.19,6232555,2669243991.0,334.19,0.88
2023-04-13,MSFT,Technology,NASDAQ,334.19,342.72,327.37,330.98,10861204,930342565.0,330.98,-0.96
2023-04-14,MSFT,Technology,NASDAQ,330.98,342.89,323.31,339.69,7041539,1055386881.0,339.69,2.63
2023-04-17,MSFT,Technology,NASDAQ,339.69,344.8,320.47,327.87,55072827,2535142376.0,327.87,-3.48
2023-04-18,MSFT,Technology,NASDAQ,327.87,330.27,310.86,317.95,7830959,3066301173.0,317.95,-3.02
2023-04-19,MSFT,Technology,NASDAQ,317.95,317.96,309.03,310.28,8553883,1411765598.0,310.28,-2.41
2023-04-20,MSFT,Technology,NASDAQ,310.28,328.45,308.98,322.15,1021828,1152661515.0,322.15,3.83
2023-04-21,MSFT,Technology,NASDAQ,322.15,325.92,306.04,315.35,2803039,1402038312.0,315.35,-2.11
2023-04-24,MSFT,Technology,NASDAQ,315.35,325.61,308.04,325.03,3583169,2513208300.0,325.03,3.07
2023-04-25,MSFT,Technology,NASDAQ,325.03,337.2,320.66,333.29,4946870,2289758668.0,333.29,2.54
2023-04-26,MSFT,Technology,NASDAQ,333.29,341.94,325.77,332.64,3697622,2383907636.0,332.64,-0.19
2023-04-27,MSFT,Technology,NASDAQ,332.64,343.16,325.47,336.65,1080652,2196037973.0,336.65,1.21
2023-04-28,MSFT,Technology,NASDAQ,336.65,337.88,324.39,333.35,765378,3062449844.0,333.35,-0.98
2023-05-01,MSFT,Technology,NASDAQ,333.35,338.9,325.98,333.73,2307236,2977265399.0,333.73,0.11
2023-05-02,MSFT,Technology,NASDAQ,333.73,341.23,329.91,333.45,6328313,742484186.0,333.45,-0.08
2023-05-03,MSFT,Technology,NASDAQ,333.45,352.95,332.7,347.06,1516413,3333350998.0,347.06,4.08
2023-05-04,MSFT,Technology,NASDAQ,347.06,360.86,346.5,350.54,10072011,819965551.0,350.54,1.0
2023-05-05,MSFT,Technology,NASDAQ,350.54,352.1,326.01,336.04,1401818,2479432241.0,336.04,-4.14
2023-05-08,MSFT,Technology,NASDAQ,336.04,344.46,328.52,337.03,1925468,3302050283.0,337.03,0.29
2023-05-09,MSFT,Technology,NASDAQ,337.03,338.27,336.72,337.97,28129345,578483072.0,337.97,0.28
2023-05-10,MSFT,Technology,NASDAQ,337.97,344.64,317.19,323.36,3687327,1030642902.0,323.36,-4.32
2023-05-11,MSFT,Technology,NASDAQ,323.36,332.18,313.8,318.71,4307003,1289601297.0,318.71,-1.44
2023-05-12,MSFT,Technology,NASDAQ,318.71,333.81,317.07,331.66,3395917,3140208930.0,331.66,4.07
2023-05-15,MSFT,Technology,NASDAQ,331.66,339.51,330.13,332.47,7493144,1930935227.0,332.47,0.24
2023-05-16,MSFT,Technology,NASDAQ,332.47,334.69,325.41,329.59,4498802,2016907607.0,329.59,-0.87
2023-05-17,MSFT,Technology,NASDAQ,329.59,335.98,323.74,332.69,3701802,2641407810.0,332.69,0.94
2023-05-18,MSFT,Technology,NASDAQ,332.69,339.17,327.3,335.73,1048962,2994586073.0,335.73,0.91
2023-05-19,MSFT,Technology,NASDAQ,335.73,338.06,327.23,335.51,5000866,1352249660.0,335.51,-0.07
2023-05-22,MSFT,Technology,NASDAQ,335.51,343.82,326.85,331.35,14378126,1730782113.0,331.35,-1.24
2023-05-23,MSFT,Technology,NASDAQ,331.35,333.14,312.93,317.15,2464556,977000263.0,317.15,-4.29
2023-05-24,MSFT,Technology,NASDAQ,317.15,328.48,315.62,321.93,5404372,1341614503.0,321.93,1.51
2023-05-25,MSFT,Technology,NASDAQ,321.93,332.26,321.77,327.88,3821315,1438675819.0,327.88,1.85
2023-05-26,MSFT,Technology,NASDAQ,327.88,337.6,324.2,333.81,903047,775414581.0,333.81,1.81
2023-05-29,MSFT,Technology,NASDAQ,333.81,363.29,326.48,356.86,24822404,1196802814.0,356.86,6.91
2023-05-30,MSFT,Technology,NASDAQ,356.86,372.03,347.5,365.89,10344707,3092894164.0,365.89,2.53
2023-05-31,MSFT,Technology,NASDAQ,365.89,379.02,361.56,372.88,3231362,1933955405.0,372.88,1.91
2023-06-01,MSFT,Technology,NASDAQ,372.88,391.49,364.7,390.2,3961733,2882865805.0,390.2,4.65
2023-06-02,MSFT,Technology,NASDAQ,390.2,397.38,375.78,386.78,4952388,1304753901.0,386.78,-0.88
2023-06-05,MSFT,Technology,NASDAQ,386.78,399.0,381.6,393.63,935162,2542533628.0,393.63,1.77
2023-06-06,MSFT,Technology,NASDAQ,393.63,396.56,384.63,386.71,2206283,1285315845.0,386.71,-1.76
2023-06-07,MSFT,Technology,NASDAQ,386.71,404.24,377.85,393.59,7478286,1905076465.0,393.59,1.78
2023-06-08,MSFT,Technology,NASDAQ,393.59,401.72,384.19,390.7,19373340,935399659.0,390.7,-0.74
2023-06-09,MSFT,Technology,NASDAQ,390.7,405.08,383.71,400.46,3013552,2687467730.0,400.46,2.5
