date,location,climate_zone,temperature,rainfall,humidity,wind_speed,air_quality_index
2023-03-01,London,Temperate,20.8,0.6,36.8,0.9,180
2023-03-08,London,Temperate,24.3,0.5,38.5,4.3,194
2023-03-15,London,Temperate,22.9,1.1,64.6,13.4,127
2023-03-22,London,Temperate,18.2,1.3,88.7,10.1,144
2023-03-29,London,Temperate,18.4,2.3,34.2,1.9,167
2023-04-05,London,Temperate,25.5,0.5,80.2,3.3,86
2023-04-12,London,Temperate,22.2,0.7,42.8,0.3,136
2023-04-19,London,Temperate,27.4,1.0,75.6,23.4,164
2023-04-26,London,Temperate,23.3,2.2,45.6,23.8,170
2023-05-03,London,Temperate,22.5,0.4,53.4,4.8,161
2023-05-10,London,Temperate,20.3,1.0,88.6,1.2,103
2023-05-17,London,Temperate,22.4,0.0,55.3,0.3,121
2023-05-24,London,Temperate,20.3,0.7,84.6,14.0,47
2023-05-31,London,Temperate,15.9,0.0,87.8,13.0,143
2023-06-07,London,Temperate,14.5,4.1,36.8,12.2,80
2023-06-14,London,Temperate,17.4,0.1,45.8,0.5,180
2023-06-21,London,Temperate,8.1,1.8,47.8,3.6,60
2023-06-28,London,Temperate,11.7,0.1,84.2,19.1,124
2023-07-05,London,Temperate,7.8,9.0,67.6,7.6,81
2023-07-12,London,Temperate,6.4,3.2,32.1,8.7,83
2023-07-19,London,Temperate,10.1,2.2,45.1,2.5,191
2023-07-26,London,Temperate,12.1,0.2,35.6,24.0,87
2023-08-02,London,Temperate,5.3,4.8,57.9,1.5,166
2023-08-09,London,Temperate,6.6,4.5,56.6,9.3,70
2023-08-16,London,Temperate,9.2,2.0,70.6,1.4,23
2023-08-23,London,Temperate,3.3,1.0,59.3,10.6,181
2023-08-30,London,Temperate,4.5,0.6,54.4,22.2,164
2023-09-06,London,Temperate,2.8,0.1,66.2,23.8,143
2023-09-13,London,Temperate,-5.0,1.3,67.4,6.3,195
2023-09-20,London,Temperate,-2.4,0.7,42.4,7.3,68
2023-09-27,London,Temperate,5.3,1.7,60.8,3.5,145
2023-10-04,London,Temperate,0.3,0.7,79.0,3.3,36
2023-10-11,London,Temperate,1.2,1.4,82.5,6.8,30
2023-10-18,London,Temperate,0.0,0.1,57.0,26.5,64
2023-10-25,London,Temperate,-1.3,1.1,84.5,12.5,31
2023-11-01,London,Temperate,-2.2,2.2,47.8,12.7,27
2023-11-08,London,Temperate,6.5,0.1,82.3,3.0,87
2023-11-15,London,Temperate,6.5,1.0,57.4,4.6,166
2023-11-22,London,Temperate,9.2,4.6,54.3,3.9,60
2023-11-29,London,Temperate,13.4,5.7,70.1,11.4,70
2023-12-06,London,Temperate,7.5,2.0,84.8,9.5,47
2023-12-13,London,Temperate,9.0,0.4,68.3,13.5,112
2023-12-20,London,Temperate,10.3,0.3,30.7,5.5,182
2023-12-27,London,Temperate,9.1,1.2,35.1,5.1,120
2024-01-03,London,Temperate,13.0,0.8,73.8,10.6,47
2024-01-10,London,Temperate,10.6,1.0,81.1,5.2,192
2024-01-17,London,Temperate,12.1,3.1,56.8,16.0,175
2024-01-24,London,Temperate,12.7,1.7,75.6,1.0,94
2024-01-31,London,Temperate,11.6,1.8,72.3,11.7,186
2024-02-07,London,Temperate,21.6,1.4,39.9,10.4,184
2024-02-14,London,Temperate,18.1,0.3,31.5,10.4,182
2024-02-21,London,Temperate,22.1,0.8,34.3,5.3,68
2024-02-28,London,Temperate,24.2,1.7,63.6,1.1,132
2024-03-06,London,Temperate,21.4,0.3,59.1,0.3,86
2024-03-13,London,Temperate,21.2,0.1,31.9,4.9,70
2024-03-20,London,Temperate,23.0,0.0,75.4,6.1,49
2024-03-27,London,Temperate,22.1,0.9,52.5,6.4,153
2024-04-03,London,Temperate,21.8,1.8,79.6,41.4,96
2024-04-10,London,Temperate,18.6,0.1,88.2,14.9,88
2024-04-17,London,Temperate,22.6,0.3,63.2,7.8,105
2024-04-24,London,Temperate,23.1,0.9,79.6,12.3,104
2024-05-01,London,Temperate,19.2,0.8,46.2,33.9,122
2024-05-08,London,Temperate,16.2,1.7,90.0,1.6,117
2024-05-15,London,Temperate,19.7,1.3,54.1,50.9,101
2024-05-22,London,Temperate,21.6,1.9,42.1,5.0,47
2024-05-29,London,Temperate,23.2,3.8,72.7,23.7,83
2024-06-05,London,Temperate,21.2,0.9,57.5,0.4,158
2024-06-12,London,Temperate,19.8,1.6,33.5,11.4,188
2024-06-19,London,Temperate,13.6,7.9,59.0,19.9,121
2024-06-26,London,Temperate,9.3,1.5,63.8,5.8,174
2024-07-03,London,Temperate,5.2,1.7,81.9,39.5,101
2024-07-10,London,Temperate,19.8,1.2,66.1,9.0,154
2024-07-17,London,Temperate,12.7,4.5,33.7,21.5,88
2024-07-24,London,Temperate,7.5,1.4,67.6,26.1,133
2024-07-31,London,Temperate,12.9,2.6,71.6,1.4,145
2024-08-07,London,Temperate,5.3,2.1,79.2,4.1,54
2024-08-14,London,Temperate,7.9,0.7,30.9,13.4,44
2024-08-21,London,Temperate,5.8,2.0,34.1,0.1,155
2024-08-28,London,Temperate,5.6,2.9,80.8,9.5,123
2024-09-04,London,Temperate,6.5,1.0,73.4,3.3,23
2024-09-11,London,Temperate,0.5,0.9,36.7,16.5,192
2024-09-18,London,Temperate,1.8,2.4,30.4,1.1,121
2024-09-25,London,Temperate,0.6,1.4,77.7,12.3,85
2024-10-02,London,Temperate,1.3,0.2,54.2,3.5,53
2024-10-09,London,Temperate,4.7,5.3,54.3,23.7,72
2024-10-16,London,Temperate,0.5,3.7,62.9,2.5,32
2024-10-23,London,Temperate,-2.2,2.1,37.4,22.0,42
2024-10-30,London,Temperate,6.9,4.0,57.2,17.2,73
2024-11-06,London,Temperate,4.6,0.6,72.8,17.3,171
2024-11-13,London,Temperate,3.3,0.7,63.8,1.3,78
2024-11-20,London,Temperate,3.4,1.4,47.1,1.4,117
2024-11-27,London,Temperate,9.3,2.6,46.3,5.1,112
2024-12-04,London,Temperate,6.7,3.7,30.2,2.8,140
2024-12-11,London,Temperate,9.3,0.2,85.9,17.5,126
2024-12-18,London,Temperate,12.1,0.8,77.3,22.2,160
2024-12-25,London,Temperate,9.7,1.1,52.6,27.5,198
2020-01-01,Tokyo,Temperate,19.0,1.4,53.3,10.0,139
2020-01-08,Tokyo,Temperate,17.6,2.3,38.3,2.9,32
2020-01-15,Tokyo,Temperate,18.8,0.3,70.6,28.8,40
2020-01-22,Tokyo,Temperate,19.2,1.3,68.1,75.4,164
2020-01-29,Tokyo,Temperate,24.0,1.4,56.0,6.1,165
2020-02-05,Tokyo,Temperate,23.4,2.0,76.2,0.0,32
2020-02-12,Tokyo,Temperate,28.4,3.8,42.7,10.7,73
2020-02-19,Tokyo,Temperate,24.6,4.2,42.9,11.3,192
2020-02-26,Tokyo,Temperate,26.0,5.3,37.5,13.4,89
2020-03-04,Tokyo,Temperate,25.6,2.1,53.7,12.5,84
2020-03-11,Tokyo,Temperate,26.4,0.9,33.5,1.2,157
2020-03-18,Tokyo,Temperate,29.6,1.6,36.0,11.6,32
2020-03-25,Tokyo,Temperate,23.4,0.0,37.5,5.3,172
2020-04-01,Tokyo,Temperate,24.6,2.7,49.8,23.7,135
2020-04-08,Tokyo,Temperate,27.9,6.6,61.1,11.3,103
2020-04-15,Tokyo,Temperate,26.9,1.2,46.0,2.5,111
2020-04-22,Tokyo,Temperate,26.6,0.6,31.1,3.5,52
2020-04-29,Tokyo,Temperate,27.4,2.7,43.4,10.3,31
2020-05-06,Tokyo,Temperate,26.7,3.8,31.4,22.9,64
2020-05-13,Tokyo,Temperate,25.6,1.0,48.2,0.7,176
2020-05-20,Tokyo,Temperate,24.2,2.8,58.4,0.6,109
2020-05-27,Tokyo,Temperate,18.7,9.3,44.3,7.6,197
2020-06-03,Tokyo,Temperate,25.1,3.0,42.3,12.9,125
2020-06-10,Tokyo,Temperate,27.4,4.5,80.8,3.8,102
2020-06-17,Tokyo,Temperate,21.3,2.0,53.3,11.2,84
2020-06-24,Tokyo,Temperate,18.0,0.8,85.0,3.4,76
2020-07-01,Tokyo,Temperate,18.9,0.1,38.8,0.1,71
2020-07-08,Tokyo,Temperate,18.6,0.5,32.7,5.4,185
2020-07-15,Tokyo,Temperate,10.7,1.4,70.8,0.8,57
2020-07-22,Tokyo,Temperate,14.9,5.3,75.7,7.9,65
2020-07-29,Tokyo,Temperate,11.6,0.4,56.7,2.3,127
2020-08-05,Tokyo,Temperate,12.0,3.7,88.9,15.8,30
2020-08-12,Tokyo,Temperate,16.2,0.2,68.2,6.9,83
2020-08-19,Tokyo,Temperate,7.2,6.1,61.4,2.5,120
2020-08-26,Tokyo,Temperate,15.8,0.2,67.3,39.7,23
2020-09-02,Tokyo,Temperate,5.0,3.5,73.9,4.4,36
2020-09-09,Tokyo,Temperate,8.7,7.6,75.4,1.8,27
2020-09-16,Tokyo,Temperate,10.0,3.0,48.6,2.6,190
2020-09-23,Tokyo,Temperate,5.2,1.7,76.3,6.9,156
2020-09-30,Tokyo,Temperate,9.4,3.6,77.1,4.7,175
2020-10-07,Tokyo,Temperate,10.0,0.5,49.3,18.8,195
2020-10-14,Tokyo,Temperate,4.5,0.2,55.7,0.3,127
2020-10-21,Tokyo,Temperate,6.3,0.7,53.9,25.2,148
2020-10-28,Tokyo,Temperate,10.2,0.1,75.7,4.6,167
2020-11-04,Tokyo,Temperate,10.5,6.0,64.6,4.4,37
2020-11-11,Tokyo,Temperate,11.0,9.8,53.2,8.5,101
2020-11-18,Tokyo,Temperate,7.8,0.4,85.1,1.1,29
2020-11-25,Tokyo,Temperate,14.5,3.7,75.1,2.6,164
2020-12-02,Tokyo,Temperate,14.7,0.5,55.9,12.7,75
2020-12-09,Tokyo,Temperate,11.9,1.7,61.0,14.2,166
2020-12-16,Tokyo,Temperate,15.0,4.7,80.8,5.1,151
2020-12-23,Tokyo,Temperate,13.5,3.5,83.3,7.9,128
2020-12-30,Tokyo,Temperate,14.2,0.8,81.3,2.3,87
2021-01-06,Tokyo,Temperate,20.1,0.7,82.8,6.2,130
2021-01-13,Tokyo,Temperate,21.5,0.8,71.6,14.7,23
2021-01-20,Tokyo,Temperate,22.6,0.3,82.6,7.7,135
2021-01-27,Tokyo,Temperate,21.0,0.3,75.9,0.0,73
2021-02-03,Tokyo,Temperate,23.3,0.9,73.4,2.2,122
2021-02-10,Tokyo,Temperate,21.2,0.5,30.1,13.1,95
2021-02-17,Tokyo,Temperate,22.1,0.5,69.8,13.5,160
2021-02-24,Tokyo,Temperate,20.9,0.8,72.8,17.0,145
2021-03-03,Tokyo,Temperate,24.7,0.8,90.0,5.2,35
2021-03-10,Tokyo,Temperate,25.5,1.8,69.7,0.8,50
2021-03-17,Tokyo,Temperate,31.9,2.8,31.2,3.1,28
2021-03-24,Tokyo,Temperate,30.2,1.3,51.7,29.8,130
2021-03-31,Tokyo,Temperate,23.8,2.5,75.5,1.1,84
2021-04-07,Tokyo,Temperate,25.4,7.2,56.9,1.7,34
2021-04-14,Tokyo,Temperate,29.4,2.5,57.7,25.4,170
2021-04-21,Tokyo,Temperate,26.8,0.1,38.5,2.4,103
2021-04-28,Tokyo,Temperate,26.8,7.7,81.4,12.1,95
2021-05-05,Tokyo,Temperate,24.2,1.6,48.7,6.6,119
2021-05-12,Tokyo,Temperate,31.3,3.1,74.1,4.9,102
2021-05-19,Tokyo,Temperate,23.6,3.2,67.0,18.5,151
2021-05-26,Tokyo,Temperate,24.8,1.6,60.1,12.2,196
2021-06-02,Tokyo,Temperate,15.9,0.7,58.9,1.3,83
2021-06-09,Tokyo,Temperate,25.8,2.5,87.1,2.6,62
2021-06-16,Tokyo,Temperate,17.3,4.1,70.4,15.9,26
2021-06-23,Tokyo,Temperate,16.4,0.8,86.1,19.0,102
2021-06-30,Tokyo,Temperate,14.2,0.4,41.2,0.2,72
2021-07-07,Tokyo,Temperate,19.1,0.7,51.2,9.7,116
2021-07-14,Tokyo,Temperate,18.9,1.9,44.8,4.4,69
2021-07-21,Tokyo,Temperate,14.1,1.1,71.1,4.0,66
2021-07-28,Tokyo,Temperate,14.1,3.1,74.0,1.2,166
2021-08-04,Tokyo,Temperate,12.4,3.1,66.1,46.4,43
2021-08-11,Tokyo,Temperate,10.1,7.9,34.1,7.3,36
2021-08-18,Tokyo,Temperate,5.7,0.2,62.9,38.6,188
2021-08-25,Tokyo,Temperate,12.6,1.1,50.8,5.1,150
2021-09-01,Tokyo,Temperate,12.4,0.5,59.0,3.1,143
2021-09-08,Tokyo,Temperate,14.4,0.3,65.7,1.9,39
2021-09-15,Tokyo,Temperate,9.8,0.7,35.5,9.1,103
2021-09-22,Tokyo,Temperate,8.5,2.1,72.2,4.7,46
2021-09-29,Tokyo,Temperate,5.4,2.3,72.4,9.4,119
2021-10-06,Tokyo,Temperate,14.5,0.5,86.3,0.1,41
2021-10-13,Tokyo,Temperate,5.3,2.0,52.4,0.5,132
2021-10-20,Tokyo,Temperate,10.4,1.6,86.4,2.5,92
2021-10-27,Tokyo,Temperate,8.5,3.7,41.3,11.2,195
2021-11-03,Tokyo,Temperate,9.5,2.7,49.6,22.1,104
2021-11-10,Tokyo,Temperate,16.6,4.9,56.0,3.0,112
2021-11-17,Tokyo,Temperate,2.7,11.2,43.8,7.9,60
2021-11-24,Tokyo,Temperate,13.8,0.6,72.8,1.0,132
2021-12-01,Tokyo,Temperate,10.1,0.5,65.8,9.0,113
2021-12-08,Tokyo,Temperate,8.5,6.1,80.3,16.4,38
2021-12-15,Tokyo,Temperate,9.8,3.1,53.8,7.2,139
2021-12-22,Tokyo,Temperate,16.3,8.8,47.5,14.7,92
2021-12-29,Tokyo,Temperate,19.4,0.8,81.9,24.7,56
2022-01-05,Tokyo,Temperate,17.1,2.2,77.2,6.1,77
2022-01-12,Tokyo,Temperate,22.5,1.1,56.6,10.5,56
2022-01-19,Tokyo,Temperate,18.2,3.1,55.2,6.9,158
2022-01-26,Tokyo,Temperate,18.5,1.8,54.5,6.3,107
2022-02-02,Tokyo,Temperate,24.7,5.2,36.3,14.5,185
2022-02-09,Tokyo,Temperate,20.6,0.3,39.6,0.7,111
2022-02-16,Tokyo,Temperate,27.7,2.2,82.9,16.8,103
2022-02-23,Tokyo,Temperate,30.1,0.0,85.5,5.9,42
2022-03-02,Tokyo,Temperate,26.0,0.6,74.6,0.8,107
2022-03-09,Tokyo,Temperate,25.2,4.9,87.2,4.0,196
2022-03-16,Tokyo,Temperate,30.6,1.4,86.5,20.9,80
2022-03-23,Tokyo,Temperate,31.1,1.4,41.6,19.6,189
2022-03-30,Tokyo,Temperate,21.6,4.3,50.7,6.2,177
2022-04-06,Tokyo,Temperate,34.1,0.3,70.4,2.0,65
2022-04-13,Tokyo,Temperate,24.4,1.0,59.4,5.6,123
2022-04-20,Tokyo,Temperate,27.8,3.1,47.8,7.8,177
2022-04-27,Tokyo,Temperate,30.4,0.0,39.9,22.2,141
2022-05-04,Tokyo,Temperate,24.1,0.5,61.2,9.4,186
2022-05-11,Tokyo,Temperate,24.9,0.1,53.5,2.7,162
2022-05-18,Tokyo,Temperate,26.3,8.6,54.9,14.0,38
2022-05-25,Tokyo,Temperate,28.7,2.3,54.7,14.0,176
2022-06-01,Tokyo,Temperate,15.1,4.1,67.9,7.6,67
2022-06-08,Tokyo,Temperate,21.9,1.9,37.0,4.1,147
2022-06-15,Tokyo,Temperate,20.8,0.2,75.9,11.4,77
2022-06-22,Tokyo,Temperate,20.8,1.4,55.2,0.2,36
2022-06-29,Tokyo,Temperate,19.7,1.0,83.1,2.5,45
2022-07-06,Tokyo,Temperate,19.8,0.6,30.6,12.9,139
2022-07-13,Tokyo,Temperate,15.4,4.1,42.2,1.4,137
2022-07-20,Tokyo,Temperate,19.7,3.1,57.1,2.0,188
2022-07-27,Tokyo,Temperate,13.5,0.2,53.3,16.3,198
2022-08-03,Tokyo,Temperate,15.8,0.7,42.5,0.4,25
2022-08-10,Tokyo,Temperate,14.3,6.9,34.0,10.5,192
2022-08-17,Tokyo,Temperate,4.1,1.2,60.8,45.3,39
2022-08-24,Tokyo,Temperate,6.8,0.9,52.4,0.7,81
2022-08-31,Tokyo,Temperate,7.3,0.9,52.2,0.5,126
2022-09-07,Tokyo,Temperate,8.3,3.6,80.5,4.7,178
2022-09-14,Tokyo,Temperate,10.4,3.3,76.4,8.0,172
2022-09-21,Tokyo,Temperate,3.2,1.6,61.3,4.3,77
2022-09-28,Tokyo,Temperate,13.5,2.8,30.9,2.3,63
2022-10-05,Tokyo,Temperate,5.9,0.4,83.4,13.9,164
2022-10-12,Tokyo,Temperate,9.8,0.6,66.3,5.7,109
2022-10-19,Tokyo,Temperate,9.1,2.0,39.4,6.4,32
2022-10-26,Tokyo,Temperate,11.8,2.5,53.2,8.9,76
2022-11-02,Tokyo,Temperate,7.2,1.1,84.5,7.1,99
2022-11-09,Tokyo,Temperate,8.1,0.2,71.8,4.8,109
2022-11-16,Tokyo,Temperate,12.7,1.1,63.0,7.6,185
2022-11-23,Tokyo,Temperate,11.7,2.8,43.5,7.5,175
2022-11-30,Tokyo,Temperate,7.6,2.1,79.4,0.7,151
2022-12-07,Tokyo,Temperate,13.1,1.2,89.0,15.5,120
2022-12-14,Tokyo,Temperate,13.2,0.5,57.8,3.1,144
2022-12-21,Tokyo,Temperate,17.7,4.2,44.6,8.1,139
2022-12-28,Tokyo,Temperate,18.6,1.1,42.1,7.2,176
2023-01-04,Tokyo,Temperate,20.1,1.1,70.0,1.0,27
2023-01-11,Tokyo,Temperate,21.3,0.1,35.7,68.1,62
2023-01-18,Tokyo,Temperate,16.4,5.4,78.1,11.2,128
2023-01-25,Tokyo,Temperate,29.5,0.7,49.1,32.5,168
2023-02-01,Tokyo,Temperate,19.7,3.1,64.0,3.8,67
2023-02-08,Tokyo,Temperate,21.1,0.3,60.7,0.1,22
2023-02-15,Tokyo,Temperate,28.5,2.0,81.9,8.8,44
2023-02-22,Tokyo,Temperate,26.5,2.6,70.6,1.5,172
2023-03-01,Tokyo,Temperate,24.8,0.5,65.8,26.3,129
2023-03-08,Tokyo,Temperate,31.3,2.0,58.2,5.9,69
2023-03-15,Tokyo,Temperate,23.0,2.1,78.3,12.6,172
2023-03-22,Tokyo,Temperate,29.8,3.6,51.7,19.9,139
2023-03-29,Tokyo,Temperate,28.0,5.7,40.0,6.9,188
2023-04-05,Tokyo,Temperate,28.5,0.1,63.3,13.8,90
2023-04-12,Tokyo,Temperate,28.0,1.8,40.8,12.2,194
2023-04-19,Tokyo,Temperate,29.4,0.1,71.1,0.3,78
2023-04-26,Tokyo,Temperate,26.9,2.4,80.3,16.2,185
2023-05-03,Tokyo,Temperate,23.6,1.0,39.2,8.5,85
2023-05-10,Tokyo,Temperate,35.0,5.1,65.0,9.0,187
2023-05-17,Tokyo,Temperate,29.9,0.1,43.8,24.7,103
2023-05-24,Tokyo,Temperate,26.4,4.3,83.0,10.8,26
2023-05-31,Tokyo,Temperate,24.5,2.3,52.5,16.1,92
2023-06-07,Tokyo,Temperate,22.1,11.8,31.8,22.8,138
2023-06-14,Tokyo,Temperate,22.7,3.0,37.7,4.3,72
2023-06-21,Tokyo,Temperate,20.3,7.4,79.0,19.1,113
2023-06-28,Tokyo,Temperate,20.1,3.1,55.0,1.8,39
2023-07-05,Tokyo,Temperate,11.9,0.1,86.5,0.8,34
2023-07-12,Tokyo,Temperate,11.1,3.2,49.6,3.6,113
2023-07-19,Tokyo,Temperate,13.6,0.0,79.6,4.6,183
2023-07-26,Tokyo,Temperate,12.5,0.5,78.5,1.6,185
2023-08-02,Tokyo,Temperate,13.4,4.0,39.3,0.9,149
2023-08-09,Tokyo,Temperate,13.4,1.9,39.4,6.5,29
2023-08-16,Tokyo,Temperate,13.5,1.4,38.6,9.8,131
2023-08-23,Tokyo,Temperate,10.5,1.2,89.1,5.0,125
2023-08-30,Tokyo,Temperate,9.2,0.7,51.8,2.1,108
2023-09-06,Tokyo,Temperate,14.4,3.0,81.7,3.8,82
2023-09-13,Tokyo,Temperate,10.9,0.3,63.8,14.5,59
2023-09-20,Tokyo,Temperate,4.6,1.3,74.5,6.8,191
2023-09-27,Tokyo,Temperate,6.5,2.3,69.5,1.2,67
2023-10-04,Tokyo,Temperate,2.9,1.2,75.7,1.3,160
2023-10-11,Tokyo,Temperate,5.4,4.4,79.1,7.1,96
2023-10-18,Tokyo,Temperate,7.4,2.1,43.8,8.0,44
2023-10-25,Tokyo,Temperate,16.9,2.7,46.8,1.4,139
2023-11-01,Tokyo,Temperate,7.6,0.5,41.0,17.5,169
2023-11-08,Tokyo,Temperate,7.6,1.9,64.6,8.2,81
2023-11-15,Tokyo,Temperate,9.8,3.2,52.0,0.9,196
2023-11-22,Tokyo,Temperate,8.8,2.6,64.4,4.1,71
2023-11-29,Tokyo,Temperate,9.5,0.5,82.4,2.9,169
2023-12-06,Tokyo,Temperate,15.9,2.8,67.4,9.2,196
2023-12-13,Tokyo,Temperate,19.0,0.3,57.5,4.3,36
2023-12-20,Tokyo,Temperate,18.2,0.7,44.2,29.7,42
2023-12-27,Tokyo,Temperate,14.5,0.5,84.5,6.3,175
2024-01-03,Tokyo,Temperate,16.5,2.9,39.3,6.7,164
2024-01-10,Tokyo,Temperate,20.8,0.9,72.5,6.5,190
2024-01-17,Tokyo,Temperate,21.4,0.1,42.3,4.2,187
2024-01-24,Tokyo,Temperate,24.1,1.3,76.4,1.3,147
2024-01-31,Tokyo,Temperate,19.7,0.1,63.1,5.8,130
2024-02-07,Tokyo,Temperate,19.4,0.1,73.5,1.2,155
2024-02-14,Tokyo,Temperate,24.1,0.7,40.4,4.8,61
2024-02-21,Tokyo,Temperate,30.1,0.3,76.4,2.7,104
2024-02-28,Tokyo,Temperate,24.7,3.6,85.6,4.6,121
2024-03-06,Tokyo,Temperate,31.7,0.5,50.7,0.3,134
2024-03-13,Tokyo,Temperate,27.9,0.7,32.5,10.1,36
2024-03-20,Tokyo,Temperate,24.5,0.7,67.2,9.2,87
2024-03-27,Tokyo,Temperate,29.6,0.9,84.8,4.2,32
2024-04-03,Tokyo,Temperate,30.6,9.2,48.7,4.2,123
2024-04-10,Tokyo,Temperate,32.3,0.8,81.0,0.9,67
2024-04-17,Tokyo,Temperate,26.2,5.3,33.7,1.0,163
2024-04-24,Tokyo,Temperate,23.7,2.5,46.4,4.2,44
2024-05-01,Tokyo,Temperate,27.4,0.6,40.6,3.5,46
2024-05-08,Tokyo,Temperate,28.1,0.1,30.4,2.4,63
2024-05-15,Tokyo,Temperate,20.1,4.3,83.7,24.0,106
2024-05-22,Tokyo,Temperate,19.6,0.7,36.4,5.8,85
2024-05-29,Tokyo,Temperate,21.7,1.1,79.9,1.3,135
2024-06-05,Tokyo,Temperate,19.1,0.7,59.6,3.6,199
2024-06-12,Tokyo,Temperate,23.5,1.8,53.4,4.4,126
2024-06-19,Tokyo,Temperate,24.1,0.8,74.0,10.7,37
2024-06-26,Tokyo,Temperate,24.5,1.1,63.6,28.6,80
2024-07-03,Tokyo,Temperate,18.2,3.0,35.9,0.8,56
2024-07-10,Tokyo,Temperate,20.9,0.1,69.5,7.6,95
2024-07-17,Tokyo,Temperate,17.0,4.1,77.4,13.8,144
2024-07-24,Tokyo,Temperate,8.3,0.1,33.2,11.8,41
2024-07-31,Tokyo,Temperate,10.4,0.5,66.8,2.9,189
2024-08-07,Tokyo,Temperate,13.3,1.3,51.0,4.5,194
2024-08-14,Tokyo,Temperate,12.4,0.1,63.4,1.7,185
2024-08-21,Tokyo,Temperate,5.7,3.7,43.3,4.8,162
2024-08-28,Tokyo,Temperate,1.1,3.5,53.1,6.1,182
2024-09-04,Tokyo,Temperate,8.5,1.8,86.2,3.7,153
2024-09-11,Tokyo,Temperate,6.2,0.4,69.4,35.5,36
2024-09-18,Tokyo,Temperate,6.0,1.4,76.4,0.5,182
2024-09-25,Tokyo,Temperate,5.7,0.2,51.3,8.0,179
2024-10-02,Tokyo,Temperate,6.1,4.6,87.7,5.9,183
2024-10-09,Tokyo,Temperate,2.6,1.1,70.5,10.7,131
2024-10-16,Tokyo,Temperate,6.3,1.6,31.7,23.8,151
2024-10-23,Tokyo,Temperate,6.0,1.1,40.1,21.1,50
2024-10-30,Tokyo,Temperate,8.5,6.9,45.7,3.8,27
2024-11-06,Tokyo,Temperate,8.1,0.1,57.9,4.8,144
2024-11-13,Tokyo,Temperate,7.0,2.8,61.9,11.3,186
2024-11-20,Tokyo,Temperate,16.8,2.6,79.5,1.6,113
2024-11-27,Tokyo,Temperate,16.2,1.1,52.7,24.7,51
2024-12-04,Tokyo,Temperate,14.1,1.1,45.0,7.9,25
2024-12-11,Tokyo,Temperate,14.1,0.6,30.4,38.3,151
2024-12-18,Tokyo,Temperate,15.7,0.8,44.0,2.4,179
2024-12-25,Tokyo,Temperate,20.3,5.9,54.0,15.3,30
2020-01-01,Sydney,Mediterranean,21.9,1.2,76.8,60.4,95
2020-01-08,Sydney,Mediterranean,25.2,0.3,86.3,2.0,102
2020-01-15,Sydney,Mediterranean,25.8,4.4,55.2,6.9,49
2020-01-22,Sydney,Mediterranean,22.3,1.7,56.5,16.0,77
2020-01-29,Sydney,Mediterranean,25.8,0.8,78.3,0.5,118
2020-02-05,Sydney,Mediterranean,22.4,0.5,31.4,18.0,192
2020-02-12,Sydney,Mediterranean,27.8,0.7,45.9,3.3,21
2020-02-19,Sydney,Mediterranean,27.2,0.1,32.4,8.5,37
2020-02-26,Sydney,Mediterranean,30.5,3.9,73.9,29.3,127
2020-03-04,Sydney,Mediterranean,25.6,2.4,51.8,8.4,149
2020-03-11,Sydney,Mediterranean,27.0,0.1,62.1,8.3,91
2020-03-18,Sydney,Mediterranean,29.0,1.6,33.0,5.6,62
2020-03-25,Sydney,Mediterranean,32.3,3.3,43.5,2.6,27
2020-04-01,Sydney,Mediterranean,24.0,4.1,35.0,2.4,90
2020-04-08,Sydney,Mediterranean,28.1,0.1,59.6,5.8,162
2020-04-15,Sydney,Mediterranean,31.7,0.4,64.3,16.4,46
2020-04-22,Sydney,Mediterranean,22.2,4.8,62.8,13.2,82
2020-04-29,Sydney,Mediterranean,25.3,2.3,33.4,0.4,64
2020-05-06,Sydney,Mediterranean,22.9,0.8,78.2,2.8,137
2020-05-13,Sydney,Mediterranean,29.0,4.5,47.8,2.6,166
2020-05-20,Sydney,Mediterranean,25.6,2.1,82.5,15.6,167
2020-05-27,Sydney,Mediterranean,28.5,1.0,39.4,13.4,184
2020-06-03,Sydney,Mediterranean,26.1,0.2,32.1,45.8,96
2020-06-10,Sydney,Mediterranean,25.3,1.7,82.0,3.4,51
2020-06-17,Sydney,Mediterranean,25.6,1.9,54.7,5.6,79
2020-06-24,Sydney,Mediterranean,21.1,2.1,31.4,5.6,107
2020-07-01,Sydney,Mediterranean,26.2,3.5,63.4,15.1,173
2020-07-08,Sydney,Mediterranean,13.7,1.3,59.5,2.2,66
2020-07-15,Sydney,Mediterranean,18.0,0.5,75.9,2.9,43
2020-07-22,Sydney,Mediterranean,14.2,0.7,35.6,33.2,31
2020-07-29,Sydney,Mediterranean,15.3,0.3,83.4,28.8,68
2020-08-05,Sydney,Mediterranean,16.5,1.1,46.6,14.6,144
2020-08-12,Sydney,Mediterranean,18.7,1.2,86.6,3.9,124
2020-08-19,Sydney,Mediterranean,8.7,2.1,42.7,1.3,126
2020-08-26,Sydney,Mediterranean,14.0,0.2,89.8,2.0,108
2020-09-02,Sydney,Mediterranean,10.5,1.3,30.8,0.9,195
2020-09-09,Sydney,Mediterranean,12.2,0.1,67.9,5.6,143
2020-09-16,Sydney,Mediterranean,10.1,2.0,78.3,5.1,34
2020-09-23,Sydney,Mediterranean,15.4,4.4,64.6,8.3,43
2020-09-30,Sydney,Mediterranean,12.2,3.7,37.6,16.1,77
